Pollinator.name,Taxa,Genus,Species,Size,SizeType,SizeUnits,Mass,MassUnits,Reference
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,4.7,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153157"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,4.4,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153158"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,4.5,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153159"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,4.7,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153160"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,4.2,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153161"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,4.3,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153162"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,4.2,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153163"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,4.4,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153164"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,4.2,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153165"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,3.8,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153166"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,4.5,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153167"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,4.4,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153168"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,4.8,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153169"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,4.3,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153170"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,4.1,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153171"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,5,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153172"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,4.9,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153173"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,4.3,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153174"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,4.3,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153175"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,4.8,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153176"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,4.5,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153177"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,4.3,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153178"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,4.1,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153179"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,4.8,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153180"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,4.3,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153181"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,4.4,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153182"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,4.6,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153183"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,3.9,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153184"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,4.4,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153185"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,3.9,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153186"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,4.5,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153187"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,5,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153188"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,5,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153189"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,4.5,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153190"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,4.5,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153191"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,4.8,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153192"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,4.9,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153193"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,4.8,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153194"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,4.3,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153195"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,4.8,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153196"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,4.4,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153197"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,4.4,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153198"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,5,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153199"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,4.6,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153200"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,4.6,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153201"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,4.4,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153202"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,4.4,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153203"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,4.8,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153204"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,4.3,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153205"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,4.5,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153206"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,4.5,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153207"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,4.4,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153208"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,4.3,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153209"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,4.3,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153210"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,4.4,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153211"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,4.5,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153212"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,4.6,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153213"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,3.9,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153214"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,4.4,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153215"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,4.9,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153216"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,4.5,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153217"
Anthophora.plumipes,Anthophora plumipes,Anthophora,plumipes,3.7,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0153218"
