,Order,Pollinator.name,Genus,Species,Taxa,SystemCode,Degree,SystemReference,Size,SizeType,Mass
404,,Erizoa.olivalis,Erizoa,olivalis,Erizoa olivalis,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",NA,NA,
405,,Erynnis.leonardus,Erynnis,leonardus,Erynnis leonardus,ppc,2,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",NA,NA,
406,Lepidoptera,Erynnis.martialis,Erynnis,martialis,Erynnis martialis,ppc,8,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",35.5,WS,
407,Lepidoptera,Erynnis.propertius,Erynnis,propertius,Erynnis propertius,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",40,WS,
408,Lepidoptera,Euchlo.creusa,Euchlo,creusa,Euchlo creusa,nca,2,"Motten, A. F. 1982. Pollination Ecology of the Spring Wildflower Community in the Deciduous Forests of Piedmont North Carolina. Doctoral Dissertation thesis, Duke University, Duhram, North Carolina, USA; Motten, A. F. 1986. Pollination ecology of the spring wildflower community of a temperate deciduous forest. Ecological Monographs 56:21-42.",30,WS,
409,Diptera,Eudasyphora.cyanicolor,Eudasyphora,cyanicolor,Eudasyphora cyanicolor,bwk,1,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",6,BL,
410,Hymenoptera,Eufriesea.violacens,Eufriesea,violacens,Eufriesea violacens,cer,6,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,20,BL,
411,Hymenoptera,Euglossa.cordata,Euglossa,cordata,Euglossa cordata,bbg,1,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,14,BL,
412,Hymenoptera,Euglossa.cordata,Euglossa,cordata,Euglossa cordata,gsv,2,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",14,BL,
413,Hymenoptera,Euglossa.imperialis,Euglossa,imperialis,Euglossa imperialis,bbg,2,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,15.3,BL,
414,Hymenoptera,Euglossa.melanotricha,Euglossa,melanotricha,Euglossa melanotricha,bbg,5,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,14,BL,
415,Hymenoptera,Euglossa.melanotricha,Euglossa,melanotricha,Euglossa melanotricha,cer,3,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,14,BL,
416,Hymenoptera,Euglossa.sp,Euglossa,sp,Euglossa sp,bbg,3,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,14,BL,
417,Hymenoptera,Euglossa.sp,Euglossa,sp,Euglossa sp,cer,3,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,14,BL,
