,Pollinator.name,Genus,Species,SystemCode,Degree,SystemReference,Size,SizeType
689,Paratetrapedia.pygmaea,Paratetrapedia,pygmaea,cer,2,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,9,BL
690,Paratetrapedia.sp,Paratetrapedia,sp,bbg,15,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,9,BL
691,Paratrigona.lineata,Paratrigona,lineata,bbg,33,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,4.5,BL
692,Paratrigona.lineata,Paratrigona,lineata,cer,29,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,4.5,BL
693,Paraxystoglossa.mimetica,Paraxystoglossa,mimetica,cer,1,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,#N/A,#N/A
694,Paregle.audacula,Paregle,audacula,tun,1,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark.",5,BL
695,Parhelophilus.sp,Parhelophilus,sp,hnk,1,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",10,BL
696,Parnassius.clodius,Parnassius,clodius,ppc,2,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",56,WS
697,Parnassius.smintheus,Parnassius,smintheus,ppc,6,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",54.5,WS
698,Partamona.cupira,Partamona,cupira,cer,2,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,1.8,ITD
699,Partamona.cupira,Partamona,cupira,bbg,7,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,1.8,ITD
700,Passaloecus.sp,Passaloecus,sp,bwk,1,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",9.5,BL
701,Pegohylemyia.fugax,Pegohylemyia,fugax,bwk,1,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",7,BL
702,Pegoplata.tundrica,Pegoplata,tundrica,tun,1,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark.",4.01,BL
703,Peleteria.robusta,Peleteria,robusta,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",12,BL
704,Pepsis.sp,Pepsis,sp,gsv,1,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",40,BL
705,Pereirapis.sp,Pereirapis,sp,gsv,3,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",5,BL
706,Periscepsia.stylata,Periscepsia,stylata,tun,1,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark.",6.7,BL
707,Phaethornis.eurynome,Phaethornis,eurynome,hum,53,"Vizentin-Bugoni, J., P. K. Maruyama, V. J. Debastiani, L. S. Duarte, B. Dalsgaard & M. Sazima (2016). Influences of sampling effort on detected patterns and structuring processes of a Neotropical plant-hummingbird network. Journal of Animal Ecology 85: 262-272.",#N/A,#N/A
708,Phalaenophana.pyramusalis,Phalaenophana,pyramusalis,bwk,1,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",10,BL
709,Phaonia.incarna,Phaonia,incarna,hnk,8,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",10,BL
710,Phaonia.pallidisquama,Phaonia,pallidisquama,tun,3,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark.",10,BL
711,Phaonia.serva,Phaonia,serva,bwk,2,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",10,BL
712,Phorbia.fusciceps,Phorbia,fusciceps,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",7,BL
713,Phormia.camillus,Phormia,camillus,ppc,2,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",10,BL
714,Phormia.regina,Phormia,regina,ppc,2,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",10,BL
715,Pidonia.ruficollis,Pidonia,ruficollis,bwk,2,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",8.4,BL
716,Pieris.napi,Pieris,napi,bwk,1,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",46,WS
717,Pieris.protodice,Pieris,protodice,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",50.5,WS
718,Pipiza.sp,Pipiza,sp,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",7,BL
719,Pipiza.vanduzeei,Pipiza,vanduzeei,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",7,BL
720,Platycheirus.hyperboreus,Platycheirus,hyperboreus,tun,1,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark.",3.5,BL
721,Platycheirus.lundbecki,Platycheirus,lundbecki,tun,1,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark.",7.58,BL
722,Platycheirus.obscurus,Platycheirus,obscurus,nca,4,"Motten, A. F. 1982. Pollination Ecology of the Spring Wildflower Community in the Deciduous Forests of Piedmont North Carolina. Doctoral Dissertation thesis, Duke University, Duhram, North Carolina, USA; Motten, A. F. 1986. Pollination ecology of the spring wildflower community of a temperate deciduous forest. Ecological Monographs 56:21-42.",8.1,BL
723,Platycheirus.sp,Platycheirus,sp,snk,3,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",7,BL
724,Platycheirus.sp,Platycheirus,sp,hnk,2,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",7,BL
725,Platycheirus.varipes,Platycheirus,varipes,tun,1,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark.",8.23,BL
726,Plebeia.sp,Plebeia,sp,bbg,1,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,5.25,BL
727,Poanes.hobomok,Poanes,hobomok,bwk,1,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",30,BL
728,Polistes.subsericeus,Polistes,subsericeus,gsv,3,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",19,BL
729,Pollenia.sp,Pollenia,sp,hnk,2,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",#N/A,#N/A
730,Pollenia.sp,Pollenia,sp,snk,1,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",#N/A,#N/A
731,Polybia.ignobilis,Polybia,ignobilis,gsv,2,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",12.4,BL
732,Polybia.occidentalis,Polybia,occidentalis,gsv,4,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",9.55,BL
733,Polygonia.hylas,Polygonia,hylas,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",54.5,WS
734,Polyommatus.icarus,Polyommatus,icarus,hnk,2,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",35,WS
735,Pompeius.amblyspila,Pompeius,amblyspila,gsv,1,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",24.5,BL
736,Pompiloides.sp,Pompiloides,sp,ppc,2,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",20,BL
737,Pontia.sisymbrii,Pontia,sisymbrii,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",37.5,WS
738,Prosopis.basalis,Prosopis,basalis,ppc,7,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",8.5,BL
739,Prosopis.coloradensis,Prosopis,coloradensis,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",4.4,BL
740,Prosopis.cressoni,Prosopis,cressoni,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",4,BL
741,Prosopis.elliptica,Prosopis,elliptica,ppc,13,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",5,BL
742,Prosopis.sp,Prosopis,sp,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",5.13,BL
743,Prosopis.tridentula,Prosopis,tridentula,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",5.13,BL
744,Prosopis.varifrons,Prosopis,varifrons,ppc,11,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",5,BL
745,Prosopis.wootoni,Prosopis,wootoni,ppc,4,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",5.13,BL
746,Psammophila.violacepennis,Psammophila,violacepennis,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",#N/A,#N/A
747,Pseudagapostemon.sp,Pseudagapostemon,sp,cer,2,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,8,BL
748,Pseudaugochlora.graminea,Pseudaugochlora,graminea,bbg,2,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,11,BL
749,Pseudaugochlora.sp,Pseudaugochlora,sp,bbg,7,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,10.5,BL
750,Pseudomasaris.vespoides,Pseudomasaris,vespoides,ppc,11,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",22,BL
751,Psithyrus.ashtoni,Psithyrus,ashtoni,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",17.5,BL
752,Psithyrus.fernaldae,Psithyrus,fernaldae,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",15.75,BL
753,Psithyrus.sp,Psithyrus,sp,bwk,1,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",19.8,BL
754,Ptilodexia.harpasa,Ptilodexia,harpasa,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",9,BL
755,Ptilothrix.plumata,Ptilothrix,plumata,bbg,1,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,11,BL
756,Pyrameis.atlanta,Pyrameis,atlanta,ppc,2,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",47.5,WS
757,Pyrgus.oileus,Pyrgus,oileus,gsv,3,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",35,WS
758,Pyronia.tithonus,Pyronia,tithonus,hnk,1,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",43.5,WS
759,Pyrophaena.rosarum,Pyrophaena,rosarum,otw,5,"Small, E. 1976. Insect pollinators of the Mer Bleue peat bog of Ottawa. Canadian Field Naturalist 90:22-28.",2.4,HW
760,Pyrophaena.rosarum,Pyrophaena,rosarum,bwk,1,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",2.4,HW
761,Rhagio.tringarius,Rhagio,tringarius,hnk,1,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",11,BL
762,Rhagonycha.fulva,Rhagonycha,fulva,hnk,1,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",8.5,BL
763,Rhamphomyia.nigrita,Rhamphomyia,nigrita,tun,2,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark.",3.69,BL
764,Rhathymus.fulvus,Rhathymus,fulvus,bbg,1,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,22,BL
