Pollinator.name,Genus,Species,SystemCode,Degree,SystemReference
Lithurgopsis.apicalis,Lithurgopsis,apicalis,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Lycaena.helloides,Lycaena,helloides,ppc,3,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Lycaena.pseudargiolus,Lycaena,pseudargiolus,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Lycaena.rubidus,Lycaena,rubidus,ppc,4,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Lygus.pratensis,Lygus,pratensis,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Mallota.flavoterminata,Mallota,flavoterminata,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Manduca.quinquemaculatus,Manduca,quinquemaculatus,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Megachile.gemula,Megachile,gemula,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Megachile.pugnata,Megachile,pugnata,ppc,5,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Megachile.relativa,Megachile,relativa,ppc,4,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Megachile.sp,Megachile,sp,ppc,2,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Megachile.texana,Megachile,texana,ppc,2,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Megachile.vidua,Megachile,vidua,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Megachile.wootoni,Megachile,wootoni,ppc,13,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Melecta.pacifica,Melecta,pacifica,ppc,3,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Melissodes.aurigenia,Melissodes,aurigenia,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Melissodes.fremonti,Melissodes,fremonti,ppc,2,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Melissodes.sp,Melissodes,sp,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Melitaea.sp,Melitaea,sp,ppc,2,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Melitaea.whitneyi,Melitaea,whitneyi,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Mesogramma.marginata,Mesogramma,marginata,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Microdon.cothurnatus,Microdon,cothurnatus,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Monumetha.albifrons,Monumetha,albifrons,ppc,13,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Monumetha.argentifrons,Monumetha,argentifrons,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Mordella.melaena,Mordella,melaena,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Myopa.clausa,Myopa,clausa,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Nathalis.iole,Nathalis,iole,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Nomada.sp,Nomada,sp,ppc,2,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Oeneis.macounii,Oeneis,macounii,ppc,3,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Oeneis.uhleri,Oeneis,uhleri,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Omalus.sp,Omalus,sp,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Ophion.sp,Ophion,sp,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Osmia.abnormis,Osmia,abnormis,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Osmia.albolateralis,Osmia,albolateralis,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Osmia.bella,Osmia,bella,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Osmia.brevis,Osmia,brevis,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Osmia.bruneri,Osmia,bruneri,ppc,7,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Osmia.coloradella,Osmia,coloradella,ppc,2,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Osmia.coloradensis,Osmia,coloradensis,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Osmia.densa,Osmia,densa,ppc,9,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Osmia.megacephala,Osmia,megacephala,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Osmia.melanotricha,Osmia,melanotricha,ppc,6,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Osmia.nigrifrons,Osmia,nigrifrons,ppc,2,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Osmia.pentstemonis,Osmia,pentstemonis,ppc,5,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Osmia.phaceliae,Osmia,phaceliae,ppc,5,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Osmia.propinqua,Osmia,propinqua,ppc,5,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Osmia.pusilla,Osmia,pusilla,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Osmia.sp,Osmia,sp,ppc,3,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Osmia.tristella,Osmia,tristella,ppc,3,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Osmia.wardiana,Osmia,wardiana,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Oxybelus.sp,Oxybelus,sp,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Panurginus.cressoniellus,Panurginus,cressoniellus,ppc,5,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Panurginus.sp,Panurginus,sp,ppc,5,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Panzeria.radicum,Panzeria,radicum,ppc,2,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Papilio.rutulus,Papilio,rutulus,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Paragus.bicolor,Paragus,bicolor,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Parnassius.clodius,Parnassius,clodius,ppc,2,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Parnassius.smintheus,Parnassius,smintheus,ppc,6,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Peleteria.robusta,Peleteria,robusta,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Phorbia.fusciceps,Phorbia,fusciceps,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Phormia.camillus,Phormia,camillus,ppc,2,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Phormia.regina,Phormia,regina,ppc,2,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Pieris.protodice,Pieris,protodice,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Pipiza.sp,Pipiza,sp,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Pipiza.vanduzeei,Pipiza,vanduzeei,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Polygonia.hylas,Polygonia,hylas,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Pompiloides.sp,Pompiloides,sp,ppc,2,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Pontia.sisymbrii,Pontia,sisymbrii,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Prosopis.basalis,Prosopis,basalis,ppc,7,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Prosopis.coloradensis,Prosopis,coloradensis,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Prosopis.cressoni,Prosopis,cressoni,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Prosopis.elliptica,Prosopis,elliptica,ppc,13,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Prosopis.sp,Prosopis,sp,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Prosopis.tridentula,Prosopis,tridentula,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Prosopis.varifrons,Prosopis,varifrons,ppc,11,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Prosopis.wootoni,Prosopis,wootoni,ppc,4,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Psammophila.violacepennis,Psammophila,violacepennis,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Pseudomasaris.vespoides,Pseudomasaris,vespoides,ppc,11,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Psithyrus.ashtoni,Psithyrus,ashtoni,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Psithyrus.fernaldae,Psithyrus,fernaldae,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Ptilodexia.harpasa,Ptilodexia,harpasa,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Pyrameis.atlanta,Pyrameis,atlanta,ppc,2,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Satyrus.charon,Satyrus,charon,ppc,3,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Selasphorus.platycercus,Selasphorus,platycercus,ppc,6,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Sericomyia.flagrans,Sericomyia,flagrans,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Spegina.infuscata,Spegina,infuscata,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Speyeria.mormonia,Speyeria,mormonia,ppc,4,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Sphaerophoria.cylindrica,Sphaerophoria,cylindrica,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Sphecodes.sophiae,Sphecodes,sophiae,ppc,7,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Sphecomyia.vittata,Sphecomyia,vittata,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Sphex.vulgaris,Sphex,vulgaris,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Sterictophora.sp,Sterictophora,sp,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Synanthedon.albicornis,Synanthedon,albicornis,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Syritta.pipiens,Syritta,pipiens,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Syrphus.amalopis,Syrphus,amalopis,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Syrphus.nitens,Syrphus,nitens,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Syrphus.opinator,Syrphus,opinator,ppc,6,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Systoechus.vulgaris,Systoechus,vulgaris,ppc,3,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Tabanus.rhombicus,Tabanus,rhombicus,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Tachina.algens,Tachina,algens,ppc,3,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Temnostoma.aequale,Temnostoma,aequale,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Tenthredella.flavomarginis,Tenthredella,flavomarginis,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Tenthredella.unicincta,Tenthredella,unicincta,ppc,2,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Terellia.occidentalis,Terellia,occidentalis,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Tetraopes.sp,Tetraopes,sp,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Theventimtia.muricatus,Theventimtia,muricatus,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Thyreocoris.anthracina,Thyreocoris,anthracina,ppc,2,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Titusella.pronitens,Titusella,pronitens,ppc,2,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Trichiotinus.affinis,Trichiotinus,affinis,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Trichodes.ornatus,Trichodes,ornatus,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Trichopticus.septentrionalis,Trichopticus,septentrionalis,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Vespa.germanica,Vespa,germanica,ppc,7,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Vespula.pensylvanica,Vespula,pensylvanica,ppc,2,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Volucella.bombylans,Volucella,bombylans,ppc,3,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Volucella.satur,Volucella,satur,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Xanthoepalpus.bicolor,Xanthoepalpus,bicolor,ppc,3,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Xeromelecta.californica,Xeromelecta,californica,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Xylota.angustiventris,Xylota,angustiventris,ppc,2,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Xylota.flavitibia,Xylota,flavitibia,ppc,3,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Xylota.nigra,Xylota,nigra,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Zodion.pygmaeum,Zodion,pygmaeum,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Apis.mellifera,Apis,mellifera,pqn,4,"Bezerra ELS, Machado ICS, Mello MAR. 2009. Pollination networks of oil-flowers: a tiny world within the smallest of all worlds. Journal of Animal Ecology 78:1096_Ü_1101."
Centris.aenea,Centris,aenea,pqn,13,"Bezerra ELS, Machado ICS, Mello MAR. 2009. Pollination networks of oil-flowers: a tiny world within the smallest of all worlds. Journal of Animal Ecology 78:1096_Ü_1101."
Centris.caxiensis,Centris,caxiensis,pqn,10,"Bezerra ELS, Machado ICS, Mello MAR. 2009. Pollination networks of oil-flowers: a tiny world within the smallest of all worlds. Journal of Animal Ecology 78:1096_Ü_1101."
Centris.flavifrons,Centris,flavifrons,pqn,7,"Bezerra ELS, Machado ICS, Mello MAR. 2009. Pollination networks of oil-flowers: a tiny world within the smallest of all worlds. Journal of Animal Ecology 78:1096_Ü_1101."
Centris.fuscata,Centris,fuscata,pqn,13,"Bezerra ELS, Machado ICS, Mello MAR. 2009. Pollination networks of oil-flowers: a tiny world within the smallest of all worlds. Journal of Animal Ecology 78:1096_Ü_1101."
Centris.obsoleta,Centris,obsoleta,pqn,1,"Bezerra ELS, Machado ICS, Mello MAR. 2009. Pollination networks of oil-flowers: a tiny world within the smallest of all worlds. Journal of Animal Ecology 78:1096_Ü_1101."
Centris.sp,Centris,sp,pqn,2,"Bezerra ELS, Machado ICS, Mello MAR. 2009. Pollination networks of oil-flowers: a tiny world within the smallest of all worlds. Journal of Animal Ecology 78:1096_Ü_1101."
Centris.tarsata,Centris,tarsata,pqn,10,"Bezerra ELS, Machado ICS, Mello MAR. 2009. Pollination networks of oil-flowers: a tiny world within the smallest of all worlds. Journal of Animal Ecology 78:1096_Ü_1101."
Centris.trigonoides,Centris,trigonoides,pqn,4,"Bezerra ELS, Machado ICS, Mello MAR. 2009. Pollination networks of oil-flowers: a tiny world within the smallest of all worlds. Journal of Animal Ecology 78:1096_Ü_1101."
Epicharis.sp,Epicharis,sp,pqn,4,"Bezerra ELS, Machado ICS, Mello MAR. 2009. Pollination networks of oil-flowers: a tiny world within the smallest of all worlds. Journal of Animal Ecology 78:1096_Ü_1101."
Xylocopa.grisescens,Xylocopa,grisescens,pqn,1,"Bezerra ELS, Machado ICS, Mello MAR. 2009. Pollination networks of oil-flowers: a tiny world within the smallest of all worlds. Journal of Animal Ecology 78:1096_Ü_1101."
Xylocopa.sp,Xylocopa,sp,pqn,2,"Bezerra ELS, Machado ICS, Mello MAR. 2009. Pollination networks of oil-flowers: a tiny world within the smallest of all worlds. Journal of Animal Ecology 78:1096_Ü_1101."
Andrena.chrysosceles,Andrena,chrysosceles,snk,1,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43."
Andrena.pubescens,Andrena,pubescens,snk,1,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43."
Anthophora.plumipes,Anthophora,plumipes,snk,1,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43."
Apis.mellifera,Apis,mellifera,snk,1,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43."
Bombus.hortorum,Bombus,hortorum,snk,1,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43."
Bombus.lapidarius,Bombus,lapidarius,snk,10,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43."
Bombus.pascuorum,Bombus,pascuorum,snk,7,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43."
Bombus.pratorum,Bombus,pratorum,snk,3,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43."
Bombus.terrestris,Bombus,terrestris,snk,3,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43."
